Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,if_anomaly_label,if_anomaly_score,if_risk_score,ocsvm_anomaly_label,ocsvm_anomaly_score,ocsvm_risk_score,rf_prediction,rf_failure_probability,if_risk_score_normalized,ocsvm_risk_score_normalized,ai_anomaly_vote_count,combined_ai_risk_score,scaled_Type,scaled_Air temperature [K],scaled_Process temperature [K],scaled_Rotational speed [rpm],scaled_Torque [Nm],scaled_Tool wear [min]
1,300.0,309.3,2293,16.3,170,0,0,0,0,0,0,1,-0.021883686257180845,0.021883686257180845,0,1.9018482663183178,-1.9018482663183178,0,0.0352521332618759,0.6778739825381522,0.25675639851936083,1,0.33660172602388344,0.7444127434486935,-0.002464804457843392,-0.47555368847848606,4.207074867297744,-2.3761913849061114,0.9748320566910067
0,300.0,309.3,1397,51.2,173,0,0,0,0,0,0,0,0.14224670735335887,-0.14224670735335887,0,2.9979033198670884,-2.9979033198670884,0,0.0,0.14045691320743073,0.20758805565389904,0,0.09770037641375211,-0.7453065750397865,-0.002464804457843392,-0.47555368847848606,-0.7908297086495031,1.1248595893756042,1.021964100238413
0,300.0,309.3,1972,22.0,175,0,0,0,0,0,0,0,0.05237599031296136,-0.05237599031296136,0,2.2999216440941836,-2.2999216440941836,0,0.0033333333333333335,0.43472329683108807,0.23889907624277923,0,0.2230024673143244,-0.7453065750397865,-0.002464804457843392,-0.47555368847848606,2.4165309288166434,-1.8043864979890403,1.0533854626033508
1,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,0,0.13987671690451886,-0.13987671690451886,0,5.227102721695022,-5.227102721695022,0,0.0030370021950454694,0.1482170439994135,0.10758756740316808,0,0.0820191319584172,0.7444127434486935,-0.05246083808549298,-0.542954574084053,0.19647956584007592,-0.34979511898947385,1.0848068249682883
0,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,0,0.15085798656392174,-0.15085798656392174,0,3.0339011112289214,-3.0339011112289214,0,0.016172089947089945,0.11226074347478172,0.20597321729122076,0,0.09256777682699283,-0.7453065750397865,-0.05246083808549298,-0.542954574084053,0.11838730684090018,-0.10903516660333884,1.1319388685156946
1,299.9,309.2,1353,49.8,182,0,0,0,0,0,0,0,0.10303037664970316,-0.10303037664970316,0,4.595879865369941,-4.595879865369941,0,0.009654864892956215,0.26886412075165045,0.13590382918565774,0,0.13858836009497422,0.7444127434486935,-0.05246083808549298,-0.542954574084053,-1.0362625226469124,0.9844162838170248,1.1633602308806323
1,299.9,309.2,1389,51.2,185,0,0,0,0,0,0,0,0.10902922654765462,-0.10902922654765462,0,4.701322206019462,-4.701322206019462,0,0.009624745030291478,0.24922190665228114,0.13117375185897007,0,0.1297734110448231,0.7444127434486935,-0.05246083808549298,-0.542954574084053,-0.835453856649032,1.1248595893756042,1.2104922744280386
1,299.9,309.1,1513,43.8,188,0,0,0,0,0,0,0,0.13244994930561815,-0.13244994930561815,0,5.032520363718682,-5.032520363718682,0,0.0064189907048509045,0.17253473184382548,0.11631641004804624,0,0.09484477102907982,0.7444127434486935,-0.05246083808549298,-0.6103554596895817,-0.14377956265633265,0.382516402851687,1.2576243179754452
0,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,0,0.1385485400672623,-0.1385485400672623,0,2.516241366780683,-2.516241366780683,0,0.0,0.15256593324368767,0.22919510903860071,0,0.10686539510519522,-0.7453065750397865,-0.10245687171311416,-0.6103554596895817,0.21879163983984043,0.21197810324484165,1.3047563615228515
2,299.8,309.0,1467,37.3,193,0,0,0,0,0,0,0,0.05646867133642297,-0.05646867133642297,0,0.9924363353621182,-0.9924363353621182,0,0.0,0.4213225086348856,0.2975520478641831,0,0.22803941302679087,2.2341320619371734,-0.10245687171311416,-0.6777563452951486,-0.40036841365362436,-0.26954180152742907,1.336177723887789
0,299.9,309.1,1412,48.3,198,0,0,0,0,0,0,0,0.1293464384933165,-0.1293464384933165,0,2.1511027829961513,-2.1511027829961513,0,0.006034816244043313,0.1826966503568647,0.2455749970951345,0,0.1246075860593901,-0.7453065750397865,-0.05246083808549298,-0.6103554596895817,-0.7071594311503862,0.8339413135756903,1.414731129800133
0,299.8,309.1,1668,30.3,200,0,0,0,0,0,0,0,0.11305283498094088,-0.11305283498094088,0,1.7862247177415576,-1.7862247177415576,0,0.012613692987228252,0.23604728490926585,0.2619431984536677,0,0.15185303084933116,-0.7453065750397865,-0.10245687171311416,-0.6103554596895817,0.7208133048345415,-0.9717583293203229,1.4461524921650706
1,299.8,309.2,1678,29.8,202,0,0,0,0,0,0,0,0.09593768665492525,-0.09593768665492525,0,3.6993736711241603,-3.6993736711241603,0,0.04159531455675354,0.29208792827939956,0.17612053526895796,0,0.16869740418825283,0.7444127434486935,-0.10245687171311416,-0.542954574084053,0.7765934898339528,-1.021916652734101,1.4775738545300083
0,299.8,309.1,1612,35.4,205,0,0,0,0,0,0,0,0.12383005297377153,-0.12383005297377153,0,2.0968465601379442,-2.0968465601379442,0,0.03762951820439892,0.20075911687508255,0.2480088972531967,0,0.14495723348243192,-0.7453065750397865,-0.10245687171311416,-0.6103554596895817,0.40844426883783863,-0.46014343049978595,1.5247058980774146
0,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,0,0.1355315772028129,-0.1355315772028129,0,2.0978433368910103,-2.0978433368910103,0,0.038619743142511063,0.16244446521589093,0.2479641824726787,0,0.13001851983789656,-0.7453065750397865,-0.10245687171311416,-0.6103554596895817,-0.2999640806546841,-0.008718519775782523,1.5561272604423522
1,299.8,309.1,1456,39.4,209,0,0,0,0,0,0,0,0.11572812717915337,-0.11572812717915337,0,3.5835455749153944,-3.5835455749153944,0,0.03215742095170358,0.22728749544468752,0.18131651108185803,0,0.14004126877492806,0.7444127434486935,-0.10245687171311416,-0.6103554596895817,-0.4617266171529767,-0.05887684318956068,1.58754862280729
0,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,0,0.13520919310502444,-0.13520919310502444,0,1.9700151885669719,-1.9700151885669719,0,0.022253892489795556,0.16350005713412766,0.2536984731037047,0,0.12504127447031022,-0.7453065750397865,-0.10245687171311416,-0.542954574084053,-0.19398172915580275,-0.12909849596884967,1.6346806663546962
0,299.9,309.2,1491,44.3,214,0,0,0,0,0,0,0,0.1312971952685798,-0.1312971952685798,0,1.885651044012672,-1.885651044012672,0,0.012718807985984494,0.17630922895320503,0.2574829957620938,0,0.12710781392809456,-0.7453065750397865,-0.05246083808549298,-0.542954574084053,-0.26649596965503736,0.4326747262654651,1.6661020287196338
2,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,0,0.03668397001598589,-0.03668397001598589,1,-0.351831690297999,0.351831690297999,0,0.0,0.48610414942253166,0.35785506911729664,1,0.266012673592472,2.2341320619371734,-0.05246083808549298,-0.542954574084053,-0.07684334065703916,-0.6808400535204094,-1.6959837443286894
0,300.0,309.2,1759,27.9,5,0,0,0,0,0,0,0,0.07905308118886667,-0.07905308118886667,0,0.8384959938174426,-0.8384959938174426,0,0.0032166666666666667,0.3473736982502332,0.30445771512002784,0,0.2011276889907655,-0.7453065750397865,-0.002464804457843392,-0.542954574084053,1.2284129883291839,-1.2125182817064584,-1.6174303384163453
1,299.8,309.1,1355,56.7,7,0,0,0,0,0,0,0,0.0645390869275162,-0.0645390869275162,0,2.7133018961859428,-2.7133018961859428,0,0.006334753705493797,0.39489730486953145,0.22035509717635343,0,0.2045638428652808,0.7444127434486935,-0.10245687171311416,-0.6103554596895817,-1.0251064856470302,1.676601146927164,-1.5860089760514078
1,299.9,309.1,1345,56.8,10,0,0,0,0,0,0,0,0.061787657177452604,-0.061787657177452604,0,2.771000774432949,-2.771000774432949,0,0.006444337038827131,0.40390639380315835,0.21776676165487033,0,0.2076936446677683,0.7444127434486935,-0.05246083808549298,-0.6103554596895817,-1.0808866706464415,1.686632811609919,-1.5388769325040013
1,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,0,0.09420677262930266,-0.09420677262930266,0,3.4222482354499064,-3.4222482354499064,0,0.009610632679995859,0.2977555119758161,0.18855220865420905,0,0.16065689959316662,0.7444127434486935,-0.05246083808549298,-0.542954574084053,0.8044835823336585,-0.9516949999548118,-1.491744888956595
0,299.9,309.2,1658,34.8,16,0,0,0,0,0,0,0,0.11700843299338831,-0.11700843299338831,0,1.6415455969934598,-1.6415455969934598,0,0.0,0.2230953517265295,0.2684334131480699,0,0.1429248233202258,-0.7453065750397865,-0.05246083808549298,-0.542954574084053,0.6650331198351304,-0.5203334185963199,-1.4446128454091884
0,300.0,309.2,1566,34.4,18,0,0,0,0,0,0,0,0.1386548190921736,-0.1386548190921736,0,1.4370688497189583,-1.4370688497189583,0,0.0,0.15221794064559108,0.27760611189660017,0,0.11640839863755648,-0.7453065750397865,-0.002464804457843392,-0.542954574084053,0.15185541784054693,-0.5604600773273423,-1.413191483044251
1,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,0,0.13753231665876775,-0.13753231665876775,0,4.28793109900451,-4.28793109900451,0,0.0,0.15589338402208727,0.14971821787044817,0,0.09230099718292455,0.7444127434486935,0.0475312291698062,-0.47555368847848606,-0.3892123766537421,0.3925480675344427,-1.3817701206793134
1,300.2,309.5,1458,46.9,23,0,0,0,0,0,0,0,0.1403232161110567,-0.1403232161110567,0,4.659759045155003,-4.659759045155003,0,0.0,0.14675505825894522,0.1330382492100287,0,0.08530967314558383,0.7444127434486935,0.09752726279742736,-0.3407519172673904,-0.4505705801530945,0.6934980080171117,-1.3346380771319069
0,300.1,309.4,1858,23.6,26,0,0,0,0,0,0,0,0.06372748947216611,-0.06372748947216611,0,1.505500538959172,-1.505500538959172,0,0.0,0.3975547427537388,0.2745363091996174,0,0.213929158941419,-0.7453065750397865,0.0475312291698062,-0.4081528028729574,1.780636819823355,-1.64387986306495,-1.2875060335845006
2,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,0,0.0797937085681848,-0.0797937085681848,0,1.9431884738081209,-1.9431884738081209,0,0.0,0.3449486398140504,0.2549019027169768,0,0.18895983646901554,2.2341320619371734,0.0475312291698062,-0.4081528028729574,0.13512136234072356,0.08156646236901802,-1.2560846712195628
0,300.1,309.4,2141,17.9,33,0,0,0,0,0,0,1,-0.0005093833287638239,0.0005093833287638239,0,1.1521911169379528,-1.1521911169379528,0,0.003110225121823527,0.6078874615405002,0.2903855484721267,1,0.30247618435935486,-0.7453065750397865,0.0475312291698062,-0.4081528028729574,3.3592160553066934,-2.2156847499820214,-1.177531265307219
0,300.0,309.3,1473,46.0,35,0,0,0,0,0,0,0,0.15615305487751552,-0.15615305487751552,0,2.759999316176067,-2.759999316176067,0,0.0,0.09492294252031672,0.2182602801782721,0,0.0816212330437811,-0.7453065750397865,-0.002464804457843392,-0.47555368847848606,-0.3669003026539776,0.6032130258723112,-1.1461099029422812
2,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,0,0.09328580895985888,-0.09328580895985888,0,2.1019936170456504,-2.1019936170456504,0,0.0,0.30077105093423095,0.24777800350569126,0,0.16986402107483065,2.2341320619371734,-0.002464804457843392,-0.4081528028729574,-0.2274498401554495,-0.14916182533436123,-1.1146885405773437
0,300.1,309.4,1568,39.7,42,0,0,0,0,0,0,0,0.16088863789945046,-0.16088863789945046,0,2.7092010631215366,-2.7092010631215366,0,0.0,0.07941708103277581,0.2205390579778587,0,0.07587464400868207,-0.7453065750397865,0.0475312291698062,-0.4081528028729574,0.16301145484042917,-0.028781849141293357,-1.0361351346649996
0,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,0,0.11583819769563986,-0.11583819769563986,0,2.026186667244499,-2.026186667244499,0,0.0,0.22692708825203647,0.2511786557697721,0,0.141006566454769,-0.7453065750397865,0.0475312291698062,-0.4081528028729574,0.8658417858330109,-1.2626766051202365,-1.004713772300062
0,300.0,309.4,1499,35.7,46,0,0,0,0,0,0,0,0.16429813639666851,-0.16429813639666851,0,2.0939453782107726,-2.0939453782107726,0,0.0,0.06825325786782142,0.24813904245644028,0,0.07692911163841663,-0.7453065750397865,-0.002464804457843392,-0.4081528028729574,-0.22187182165550837,-0.43004843645151863,-0.9732924099351246
0,300.0,309.5,1717,28.3,48,0,0,0,0,0,0,0,0.1216560583595776,-0.1216560583595776,0,2.4878761317285836,-2.4878761317285836,0,0.0,0.20787749262865077,0.23046755570812286,0,0.1292445081930849,-0.7453065750397865,-0.002464804457843392,-0.3407519172673904,0.9941362113316566,-1.1723916229754356,-0.9418710475701869
1,300.1,309.5,1462,42.8,50,0,0,0,0,0,0,0,0.15876476568057685,-0.15876476568057685,0,5.6354102452314585,-5.6354102452314585,0,0.0,0.0863713395244017,0.08927114776093723,0,0.05240276536194813,0.7444127434486935,0.0475312291698062,-0.3407519172673904,-0.42825850615332994,0.28219975602413067,-0.9104496852052493
0,300.1,309.6,1642,34.5,53,0,0,0,0,0,0,0,0.15212191994864283,-0.15212191994864283,0,2.9312252949665307,-2.9312252949665307,0,0.0,0.10812220849351642,0.21057919006752868,0,0.08536472141091231,-0.7453065750397865,0.0475312291698062,-0.27335103166182345,0.5757848238360723,-0.5504284126445864,-0.8633176416578429
0,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,0,0.11070247463592969,-0.11070247463592969,0,2.3963893356159183,-2.3963893356159183,0,0.0,0.24374314026366342,0.23457159605205066,0,0.1444115753158755,-0.7453065750397865,0.0475312291698062,-0.27335103166182345,1.233991006829125,-1.463309898775349,-0.8318962792929053
0,300.1,309.5,1660,32.7,57,0,0,0,0,0,0,0,0.14694482294698002,-0.14694482294698002,0,2.867421285897354,-2.867421285897354,0,0.0,0.1250737324438972,0.21344139793194844,0,0.09271777256394856,-0.7453065750397865,0.0475312291698062,-0.3407519172673904,0.6761891568350126,-0.7309983769341876,-0.8004749169279677
0,300.1,309.5,1557,40.6,59,0,0,0,0,0,0,0,0.16871860864233357,-0.16871860864233357,0,3.2091780061146054,-3.2091780061146054,0,0.0,0.05377917304377483,0.19811040562292956,0,0.06113375034209585,-0.7453065750397865,0.0475312291698062,-0.3407519172673904,0.10165325134107682,0.06150313300350718,-0.7690535545630302
2,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,0,0.08232031017447106,-0.08232031017447106,0,3.148063375034962,-3.148063375034962,0,0.012995479751491458,0.3366757124131777,0.20085196967602245,0,0.18003887080107217,2.2341320619371734,0.09752726279742736,-0.27335103166182345,-0.5398188761521524,0.9242262957204916,-0.7376321921980925
0,300.2,309.6,1359,51.5,66,0,0,0,0,0,0,0,0.1395416316093846,-0.1395416316093846,0,3.787088504677964,-3.787088504677964,0,0.0,0.14931422382897133,0.17218570280174156,0,0.09416283009193685,-0.7453065750397865,0.09752726279742736,-0.27335103166182345,-1.0027944116472658,1.1549545834238708,-0.6590787862857486
0,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,0,0.13415009858960308,-0.13415009858960308,0,3.7650081773451447,-3.7650081773451447,0,0.003019368947203999,0.1669678820634492,0.17317621244937886,0,0.10263014289413706,-0.7453065750397865,0.19751933005269812,-0.1385492604507278,-1.097620726146265,1.255271230251427,-0.6276574239208109
0,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,0,0.13950993059415695,-0.13950993059415695,0,3.6144275937072905,-3.6144275937072905,0,0.022499447639929487,0.149418023413702,0.179931163070897,0,0.104753221035632,-0.7453065750397865,0.19751933005269812,-0.07114837484519913,-0.5788650056517404,1.4859995179548064,-0.5962360615558733
0,300.4,309.9,1567,36.5,72,0,0,0,0,0,0,0,0.17138524348393014,-0.17138524348393014,0,3.3586772832366876,-3.3586772832366876,0,0.0,0.045047730621559166,0.1914039617341143,0,0.056299884595446534,-0.7453065750397865,0.19751933005269812,-0.07114837484519913,0.15743343634048806,-0.34979511898947385,-0.5648146991909357
0,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,0,0.16476290608023791,-0.16476290608023791,0,3.103497956622615,-3.103497956622615,0,0.009368877903082651,0.06673144855655931,0.20285114641933147,0,0.07101035986772308,-0.7453065750397865,0.19751933005269812,-0.07114837484519913,-0.9079680971482667,0.3524214088034203,-0.5333933368259981
2,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,0,0.1035455326198681,-0.1035455326198681,0,3.35193501306572,-3.35193501306572,0,0.0031250504561233555,0.2671773301113306,0.1917064157489782,0,0.14646223537677724,2.2341320619371734,0.19751933005269812,-0.07114837484519913,-0.14377956265633265,-0.12909849596884967,-0.5019719744610606
2,300.4,309.9,2563,12.8,81,1,0,0,1,0,0,1,-0.07286244178282619,0.07286244178282619,1,-7.4690391219481675,7.4690391219481675,1,0.8305890778973384,0.8447952503791887,0.6771285345431068,3,0.8055794382192323,2.2341320619371734,0.19751933005269812,-0.07114837484519913,5.713139862281848,-2.7272996488025583,-0.4234185685487165
0,300.5,310.0,1521,45.1,86,0,0,0,0,0,0,0,0.1785369636410442,-0.1785369636410442,0,3.934022313411532,-3.934022313411532,0,0.0,0.021630638863223906,0.1655943442171987,0,0.041771124388729305,-0.7453065750397865,0.2475153636803477,-0.003747489239632161,-0.09915541465680365,0.5129280437275106,-0.3448651626363725
0,300.6,310.0,1658,34.7,88,0,0,0,0,0,0,0,0.15271854108096267,-0.15271854108096267,0,3.428671714708223,-3.428671714708223,0,0.0,0.10616867402997927,0.1882640553999181,0,0.08012028069197534,-0.7453065750397865,0.2975113973079973,-0.003747489239632161,0.6650331198351304,-0.530365083279075,-0.3134438002714349
2,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,0,0.09802908024920315,-0.09802908024920315,0,3.2725931767790826,-3.2725931767790826,0,0.0028409758965314523,0.28524001552217515,0.1952656408056812,0,0.15428552472861887,2.2341320619371734,0.2975113973079973,-0.003747489239632161,-0.6681133016507983,0.24207309729310825,-0.28202243790649734
1,300.6,310.0,1478,36.3,95,0,0,0,0,0,0,0,0.15509117724648713,-0.15509117724648713,0,5.356187908407282,-5.356187908407282,0,0.0,0.09839988028852346,0.1017968868177625,0,0.059719329478961886,0.7444127434486935,0.2975113973079973,-0.003747489239632161,-0.33901021015427196,-0.3698584483549854,-0.2034690319941533
1,300.5,310.0,1415,43.5,98,0,0,0,0,0,0,0,0.15875389132415796,-0.15875389132415796,0,6.467644311719852,-6.467644311719852,0,0.0,0.08640694575569706,0.051937649053065936,0,0.04495030811289201,0.7444127434486935,0.2475153636803477,-0.003747489239632161,-0.6904253756505628,0.3524214088034203,-0.15633698844674693
1,300.5,309.9,1780,26.5,101,0,0,0,0,0,0,0,0.10218646583669072,-0.10218646583669072,0,5.737855489367075,-5.737855489367075,0,0.0031250504561233555,0.27162736323178377,0.08467551830574967,0,0.1268360691363128,0.7444127434486935,0.2475153636803477,-0.07114837484519913,1.3455513768279475,-1.352961587265037,-0.10920494489934052
1,300.4,309.7,1440,42.8,104,0,0,0,0,0,0,0,0.16128479536754287,-0.16128479536754287,0,6.375907982801468,-6.375907982801468,0,0.0,0.07811993075602154,0.05605288328228993,0,0.0424585489588666,0.7444127434486935,0.19751933005269812,-0.20595014605629477,-0.5509749131520347,0.28219975602413067,-0.06207290135193413
2,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,0,0.10217559920856145,-0.10217559920856145,0,3.118404184583884,-3.118404184583884,0,0.003124268474795173,0.2716629441581087,0.20218246237389287,0,0.15035137752794012,2.2341320619371734,0.19751933005269812,-0.1385492604507278,-0.5063507651525057,-0.028781849141293357,-0.014940857804527726
2,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,0,0.09824653068498523,-0.09824653068498523,0,2.6440072667055006,-2.6440072667055006,0,0.0,0.2845280110399341,0.22346361083175614,0,0.15850392658232487,2.2341320619371734,0.19751933005269812,-0.20595014605629477,-0.21629380315556726,-0.48020675986529676,0.06361254810781627
0,300.4,309.8,1513,32.9,117,0,0,0,0,0,0,0,0.1627682293860543,-0.1627682293860543,0,2.353601882939145,-2.353601882939145,0,0.0,0.07326267826770051,0.2364910143666141,0,0.07660327418040302,-0.7453065750397865,0.19751933005269812,-0.1385492604507278,-0.14377956265633265,-0.7109350475686768,0.14216595402016027
0,300.5,309.8,1428,43.8,119,0,0,0,0,0,0,0,0.1758083005977948,-0.1758083005977948,0,3.9168032926036958,-3.9168032926036958,0,0.0,0.03056518208605808,0.16636677870043567,0,0.045499428574510364,-0.7453065750397865,0.2475153636803477,-0.1385492604507278,-0.6179111351513282,0.382516402851687,0.17358731638509786
1,300.5,309.8,1473,42.3,121,0,0,0,0,0,0,0,0.16500531645752547,-0.16500531645752547,0,6.5601755015523295,-6.5601755015523295,0,0.0,0.06593771698941056,0.04778675786133078,0,0.03593243836803038,0.7444127434486935,0.2475153636803477,-0.1385492604507278,-0.3669003026539776,0.23204143261035248,0.20500867875003548
1,300.5,309.9,1483,49.3,124,0,0,0,0,0,0,0,0.14881339609827637,-0.14881339609827637,0,6.672259191508143,-6.672259191508143,0,0.0,0.11895540734450945,0.04275875376652703,0,0.05613391369110919,0.7444127434486935,0.2475153636803477,-0.07114837484519913,-0.3111201176545664,0.9342579604032467,0.2521407222974419
0,300.4,309.7,1534,42.5,127,0,0,0,0,0,0,0,0.17361339579677165,-0.17361339579677165,0,3.833662978202394,-3.833662978202394,0,0.0,0.03775202469136355,0.17009640110506757,0,0.04912009009755894,-0.7453065750397865,0.19751933005269812,-0.20595014605629477,-0.026641174157569038,0.252104761975864,0.29927276584484824
0,300.5,309.8,1367,54.0,129,0,0,0,0,0,0,0,0.13669997636877373,-0.13669997636877373,0,3.9275154577847076,-3.9275154577847076,0,0.022265611473856767,0.15861874079175348,0.16588623768313357,0,0.10553098844287082,-0.7453065750397865,0.2475153636803477,-0.1385492604507278,-0.9581702636477367,1.4057462004927617,0.3306941282097859
0,300.4,309.7,1467,36.9,131,0,0,0,0,0,0,0,0.1669521894561104,-0.1669521894561104,0,2.8286330416083665,-2.8286330416083665,0,0.0,0.059563012352185855,0.21518141426431725,0,0.0668614877937378,-0.7453065750397865,0.19751933005269812,-0.20595014605629477,-0.40036841365362436,-0.30966846025845146,0.3621154905747235
1,300.4,309.7,1488,42.2,133,0,0,0,0,0,0,0,0.16112512892658087,-0.16112512892658087,0,6.497816180848201,-6.497816180848201,0,0.0,0.07864273137134127,0.05058415791100033,0,0.04157392413073657,0.7444127434486935,0.19751933005269812,-0.20595014605629477,-0.28323002515486073,0.2220097679275974,0.39353685293966106
0,300.4,309.7,1679,30.1,136,0,0,0,0,0,0,0,0.14038968301706195,-0.14038968301706195,0,3.0219896026077215,-3.0219896026077215,0,0.0033025008564576907,0.14653742367556888,0.20650756010368787,0,0.1012374818335482,-0.7453065750397865,0.19751933005269812,-0.20595014605629477,0.7821715083338939,-0.991821658685834,0.4406688964870675
2,300.4,309.8,1409,47.5,138,0,0,0,0,0,0,0,0.09239159129686464,-0.09239159129686464,0,3.559215135414828,-3.559215135414828,0,0.0032204166666666666,0.3036990146417357,0.18240795935132034,0,0.15924936439362503,2.2341320619371734,0.19751933005269812,-0.1385492604507278,-0.7238934866502096,0.7536879961136456,0.47209025885200506
1,300.4,309.7,1367,51.2,143,0,0,0,0,0,0,0,0.12487437413009744,-0.12487437413009744,0,6.25018440745103,-6.25018440745103,0,0.0032241666666666664,0.19733966479843376,0.061692764088539055,0,0.09256408540374798,0.7444127434486935,0.19751933005269812,-0.20595014605629477,-0.9581702636477367,1.1248595893756042,0.5506436647643491
0,300.4,309.8,1314,63.1,146,0,0,0,0,0,0,0,0.06410978729351069,-0.06410978729351069,0,1.1596150413931277,-1.1596150413931277,0,0.15402531300303737,0.3963029735339194,0.29005251587322806,0,0.27814181778942837,-0.7453065750397865,0.19751933005269812,-0.1385492604507278,-1.2538052441446164,2.318627686623524,0.5977757083117554
0,300.5,309.9,1480,40.0,148,0,0,0,0,0,0,0,0.17545333242996397,-0.17545333242996397,0,3.6489248285111735,-3.6489248285111735,0,0.0032204166666666666,0.031727465001884114,0.17838363873509303,0,0.04965588041443892,-0.7453065750397865,0.2475153636803477,-0.07114837484519913,-0.32785417315438975,0.0013131449069732513,0.6291970706766931
0,300.4,309.8,1549,38.9,150,0,0,0,0,0,0,0,0.17257673516674404,-0.17257673516674404,0,3.66795462282764,-3.66795462282764,0,0.006432083333333334,0.041146393677049094,0.17752997408696994,0,0.05453738562154697,-0.7453065750397865,0.19751933005269812,-0.1385492604507278,0.05702910334154782,-0.10903516660333884,0.6606184330416307
0,300.4,309.7,1685,31.3,152,0,0,0,0,0,0,0,0.13940740182861522,-0.13940740182861522,0,3.056874564283568,-3.056874564283568,0,0.015898741399288173,0.14975373642509146,0.20494264258337447,0,0.10724951964642675,-0.7453065750397865,0.19751933005269812,-0.20595014605629477,0.8156396193335407,-0.8714416824927665,0.6920397954065682
0,300.4,309.6,1536,34.5,154,0,0,0,0,0,0,0,0.16057572705737794,-0.16057572705737794,0,2.7939222012821396,-2.7939222012821396,0,0.0,0.08044165438576158,0.2167385208099989,0,0.07552436591630442,-0.7453065750397865,0.19751933005269812,-0.27335103166182345,-0.01548513715768679,-0.5504284126445864,0.7234611577715059
1,300.4,309.7,1539,37.7,156,0,0,0,0,0,0,0,0.15265901794800463,-0.15265901794800463,0,5.870357825859806,-5.870357825859806,0,0.0033333333333333335,0.10636357240905461,0.07873154652252984,0,0.059625071601461146,0.7444127434486935,0.19751933005269812,-0.20595014605629477,0.0012489183421365822,-0.22941514279640599,0.7548825201364434
0,300.4,309.7,1384,45.1,159,0,0,0,0,0,0,0,0.1614904212261935,-0.1614904212261935,0,3.3056110411270083,-3.3056110411270083,0,0.006215138986218174,0.0774466438412478,0.1937844801014923,0,0.07222160915128485,-0.7453065750397865,0.19751933005269812,-0.20595014605629477,-0.8633439491487377,0.5129280437275106,0.8020145636838498
1,300.4,309.6,1614,30.3,161,0,0,0,0,0,0,0,0.12945137839574095,-0.12945137839574095,0,4.734947505578667,-4.734947505578667,0,0.0,0.18235304248768103,0.12966534199184904,0,0.09887428539344223,0.7444127434486935,0.19751933005269812,-0.27335103166182345,0.4196003058377209,-0.9717583293203229,0.8334359260487875
1,300.4,309.6,1675,35.5,164,0,0,0,0,0,0,0,0.1340081527197427,-0.1340081527197427,0,5.283981200045673,-5.283981200045673,0,0.006418959920431569,0.16743265968145077,0.10503603450693651,0,0.09054785474214024,0.7444127434486935,0.19751933005269812,-0.27335103166182345,0.7598594343341295,-0.45011176581703016,0.8805679695961939
1,300.4,309.7,1685,32.3,167,0,0,0,0,0,0,0,0.12927927558388597,-0.12927927558388597,0,5.322581156265393,-5.322581156265393,0,0.02512214832552884,0.18291656388512648,0.10330446465936538,0,0.1038763778161352,0.7444127434486935,0.19751933005269812,-0.20595014605629477,0.8156396193335407,-0.7711250356652106,0.9277000131436003
0,300.4,309.6,1386,56.9,170,0,0,0,0,0,0,0,0.11130102524036667,-0.11130102524036667,0,2.1111940344666884,-2.1111940344666884,0,0.009588511121284372,0.24178328807171698,0.24736527854557333,0,0.1500217753863152,-0.7453065750397865,0.19751933005269812,-0.27335103166182345,-0.8521879121488554,1.6966644762926748,0.9748320566910067
1,300.3,309.6,1488,41.3,172,0,0,0,0,0,0,0,0.15617841602431043,-0.15617841602431043,0,5.716379994975984,-5.716379994975984,0,0.003117239154975004,0.0948399017568995,0.08563889552663617,0,0.056310635470077045,0.7444127434486935,0.14752329642507697,-0.27335103166182345,-0.28323002515486073,0.13172478578279617,1.0062534190559442
0,300.3,309.6,1624,32.6,175,0,0,0,0,0,0,0,0.14410661934382546,-0.14410661934382546,0,2.770124677409587,-2.770124677409587,0,0.0,0.1343669476066571,0.21780606281833706,0,0.09730799160633025,-0.7453065750397865,0.14752329642507697,-0.27335103166182345,0.47538049083713213,-0.7410300416169433,1.0533854626033508
